userid,payment_amount,payment_date
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,29,2018-06-07 08:28:30
3b82d826-fa26-42bb-83c2-01b1a16c4e51,32,2018-06-08 04:39:07
30c77848-b0ca-4f48-a78c-b8923b8cf895,23,2018-06-08 08:35:38
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,41,2018-06-09 01:06:28
08e54d2c-9b91-4ee7-8eab-0300cd49e0c9,20,2018-06-09 06:56:24
fbe7b364-b056-4a93-ab4a-1470077e9a4e,55,2018-06-09 13:30:53
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,2,2018-06-09 22:15:32
9976c7d6-4d58-4558-8d78-0c9328b73ae1,51,2018-06-13 23:22:09
5b81f2c0-1925-4e6d-924d-f5323aafb9de,89,2018-06-14 00:34:57
f7dab0ef-4c57-4221-b602-dcb71087dee8,4,2018-06-14 19:11:41
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,34,2018-06-15 10:57:30
9976c7d6-4d58-4558-8d78-0c9328b73ae1,8,2018-06-16 19:09:54
b90a6273-37a4-4082-b0e7-916a7502f225,96,2018-06-17 21:53:08
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,35,2018-06-17 21:59:30
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,50,2018-06-18 10:16:11
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,17,2018-06-18 19:41:53
afc114e2-099f-40f4-a376-2909774a9a7f,34,2018-06-20 03:09:49
9effa928-16c5-4438-ac9f-7ad852f5efa0,23,2018-06-21 09:07:42
7ba498a7-192f-45b1-9583-6249a8beb5ea,4,2018-06-21 09:36:29
7696fa6d-9f61-44e5-b38b-726461631683,18,2018-06-21 10:06:20
806057da-27ca-4726-85f4-528b828c6f8a,17,2018-06-21 11:59:39
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,74,2018-06-21 12:12:27
30c77848-b0ca-4f48-a78c-b8923b8cf895,20,2018-06-22 10:00:01
551e9c45-3490-49dc-8524-c97c5f2cce4f,45,2018-06-22 21:36:36
bc1664e4-83d2-4a93-8bc7-5a353df97d14,38,2018-06-23 11:16:45
1e62e0d2-a025-4e4a-9d57-c8068009bfd9,95,2018-06-23 12:20:39
806057da-27ca-4726-85f4-528b828c6f8a,45,2018-06-24 12:30:48
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,78,2018-06-25 01:41:29
cb927c97-9025-40bb-a563-f20b644946c3,10,2018-06-25 02:21:20
806057da-27ca-4726-85f4-528b828c6f8a,70,2018-06-27 13:08:28
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,79,2018-06-28 01:44:02
6c31f465-8df8-4630-8988-1dac1a950bed,6,2018-06-28 20:00:19
184e96cf-84ce-40df-93c7-b3a89572e175,29,2018-06-30 12:44:37
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,49,2018-06-30 15:40:39
16b8b179-48bd-4605-8d86-4ad619270f56,7,2018-07-02 04:33:39
b76b02ce-f21f-4d42-8ebc-4223dc0980da,5,2018-07-02 09:32:12
53d3af82-a9cc-4b30-89b4-2755f9beaaed,47,2018-07-02 11:49:52
9d61c089-dc5d-4f57-b993-0733195007d4,13,2018-07-03 10:23:20
5627c847-b50f-486a-ac01-fec29c5ee5b3,98,2018-07-03 14:42:02
b774db42-b90a-41f9-baed-a0873e63af98,3,2018-07-03 15:53:28
80108da1-eb03-467a-a297-b44f5724f9cb,79,2018-07-04 15:02:36
aad1874b-28a0-42b3-962e-6f3aed662d9d,29,2018-07-05 03:29:52
cfe1b2b8-cf3a-4e7b-b211-6dccc4ba08ee,57,2018-07-06 03:48:03
16b8b179-48bd-4605-8d86-4ad619270f56,25,2018-07-06 06:47:47
7f920fab-f166-4f50-9667-9bfce267c735,38,2018-07-07 14:00:11
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,45,2018-07-07 15:23:10
a7568139-0dbb-4627-84d0-9991061374ed,8,2018-07-07 23:23:04
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,27,2018-07-08 18:22:28
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,34,2018-07-08 19:05:13
806057da-27ca-4726-85f4-528b828c6f8a,90,2018-07-09 02:59:04
61b65069-1af1-40fb-8405-669349affd66,76,2018-07-09 11:43:32
43b5898e-2898-4586-8366-7aeb34e951fa,85,2018-07-09 13:15:13
23631745-9811-4e90-8cae-f429c831ee7d,64,2018-07-10 19:46:04
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,90,2018-07-11 22:44:08
385fc5c2-299a-4f44-b79b-df22fc623278,58,2018-07-12 00:03:23
9effa928-16c5-4438-ac9f-7ad852f5efa0,48,2018-07-12 02:40:23
e7f570bf-a190-47fe-9466-7711669513d1,41,2018-07-12 09:24:19
a7568139-0dbb-4627-84d0-9991061374ed,5,2018-07-13 05:29:03
80108da1-eb03-467a-a297-b44f5724f9cb,65,2018-07-13 07:56:12
a90ca77c-e839-460d-8047-b5bf1e70f471,10,2018-07-14 01:43:40
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,73,2018-07-15 13:14:24
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,71,2018-07-16 23:37:23
a90ca77c-e839-460d-8047-b5bf1e70f471,50,2018-07-17 02:17:33
fe2c931c-4973-4c30-aec6-300aab577f02,96,2018-07-18 05:43:59
5b81f2c0-1925-4e6d-924d-f5323aafb9de,44,2018-07-18 17:42:37
b76b02ce-f21f-4d42-8ebc-4223dc0980da,86,2018-07-18 18:13:00
a70ee142-a24f-4aaa-9256-e0e25f3c207b,49,2018-07-20 09:37:54
482520fb-8e69-48f4-8961-3b79e0bd9a44,70,2018-07-20 12:18:00
666e4f2f-ac77-416f-8932-b219ab61eeea,28,2018-07-22 02:59:37
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,28,2018-07-23 02:26:51
1b317fd3-e9b7-4661-99d7-d7ae42a1e007,50,2018-07-23 22:22:57
b90a6273-37a4-4082-b0e7-916a7502f225,68,2018-07-24 07:00:15
c228799f-a20c-41c0-99f7-cbece2d77d88,56,2018-07-24 17:02:44
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,54,2018-07-25 06:25:31
4399a464-bd77-49b1-a7e3-f5d26103cc13,21,2018-07-26 05:00:47
523cde68-3d52-44ae-8e8d-cfd83ad877ca,24,2018-07-26 11:57:32
6c31f465-8df8-4630-8988-1dac1a950bed,56,2018-07-27 04:51:30
7696fa6d-9f61-44e5-b38b-726461631683,57,2018-07-27 16:38:31
5b81f2c0-1925-4e6d-924d-f5323aafb9de,99,2018-07-28 14:33:28
ba28c03c-966a-4334-8cae-c426e9d83209,82,2018-07-28 16:04:34
db3be399-62e2-411d-9724-38550a02d53d,20,2018-07-28 23:31:45
f7dab0ef-4c57-4221-b602-dcb71087dee8,58,2018-07-29 14:53:17
87f66716-d900-49b4-bde4-92bb55b44536,32,2018-07-29 16:02:25
e5a558eb-43dd-4aa8-90d4-281d1e9a3c97,11,2018-07-29 17:54:02
e3951e68-19c2-4996-85cf-830d11f5bdfa,65,2018-07-30 03:21:01
184e96cf-84ce-40df-93c7-b3a89572e175,30,2018-08-01 19:00:17
184e96cf-84ce-40df-93c7-b3a89572e175,4,2018-08-01 20:55:06
9d61c089-dc5d-4f57-b993-0733195007d4,61,2018-08-02 03:54:11
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,3,2018-08-04 03:11:11
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,50,2018-08-05 15:36:27
db3be399-62e2-411d-9724-38550a02d53d,64,2018-08-05 21:58:17
806057da-27ca-4726-85f4-528b828c6f8a,8,2018-08-06 00:05:44
385fc5c2-299a-4f44-b79b-df22fc623278,85,2018-08-07 00:28:07
63a02edc-682c-488a-a7ed-98c659b7e6d2,26,2018-08-07 12:50:40
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,13,2018-08-07 20:44:26
1b203264-ef37-4988-a0d6-e854c9060064,65,2018-08-08 04:41:44
482520fb-8e69-48f4-8961-3b79e0bd9a44,11,2018-08-09 00:21:10
c11a9aee-95eb-4863-8146-c4c3956d8a02,54,2018-08-09 08:54:38
b90a6273-37a4-4082-b0e7-916a7502f225,83,2018-08-09 11:47:34
4cb59c86-51a6-46a7-97ed-0274d448f9da,83,2018-08-10 21:52:13
a90ca77c-e839-460d-8047-b5bf1e70f471,5,2018-08-10 22:57:57
9976c7d6-4d58-4558-8d78-0c9328b73ae1,44,2018-08-11 22:16:45
5b81f2c0-1925-4e6d-924d-f5323aafb9de,78,2018-08-13 19:28:51
7f920fab-f166-4f50-9667-9bfce267c735,51,2018-08-14 06:57:10
7dfde3d5-cbcc-4ee9-a20f-21aeb4040bd1,9,2018-08-14 10:03:28
23631745-9811-4e90-8cae-f429c831ee7d,88,2018-08-14 20:23:08
7dfbd71b-a880-41b5-8549-8deb07374988,15,2018-08-15 14:58:46
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,19,2018-08-18 23:41:26
9d61c089-dc5d-4f57-b993-0733195007d4,61,2018-08-19 01:47:36
be9ec273-c9ac-4919-b1a8-c23899fa3c98,75,2018-08-20 03:11:59
e3951e68-19c2-4996-85cf-830d11f5bdfa,84,2018-08-20 03:54:33
b3a39b62-bbd1-46e0-8222-71bd9465fab5,4,2018-08-20 20:34:15
a7221354-1cf2-474b-b0ec-c5d62aff2429,25,2018-08-20 22:41:22
806057da-27ca-4726-85f4-528b828c6f8a,77,2018-08-21 05:09:10
0d924c07-26cd-4a08-880f-5c0f973db4a0,31,2018-08-22 04:43:56
482520fb-8e69-48f4-8961-3b79e0bd9a44,77,2018-08-23 08:38:52
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,93,2018-08-23 09:43:21
a90ca77c-e839-460d-8047-b5bf1e70f471,15,2018-08-23 10:36:13
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,91,2018-08-24 13:00:55
184e96cf-84ce-40df-93c7-b3a89572e175,38,2018-08-24 22:19:20
bc1664e4-83d2-4a93-8bc7-5a353df97d14,39,2018-08-25 21:57:32
1b203264-ef37-4988-a0d6-e854c9060064,52,2018-08-26 22:15:20
c228799f-a20c-41c0-99f7-cbece2d77d88,24,2018-08-27 17:04:40
cb927c97-9025-40bb-a563-f20b644946c3,69,2018-08-27 19:05:34
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,40,2018-08-27 20:19:08
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,93,2018-08-28 03:04:22
92690d8f-94db-4af8-9959-64367e388883,42,2018-08-28 10:42:42
e7f570bf-a190-47fe-9466-7711669513d1,8,2018-08-29 04:41:41
cb927c97-9025-40bb-a563-f20b644946c3,48,2018-08-29 12:51:11
7ba498a7-192f-45b1-9583-6249a8beb5ea,48,2018-08-30 19:33:57
ce6cbed7-58a7-4b93-96f5-b53b7550b2a5,21,2018-08-31 14:23:07
523cde68-3d52-44ae-8e8d-cfd83ad877ca,63,2018-08-31 17:06:06
afc114e2-099f-40f4-a376-2909774a9a7f,100,2018-09-01 11:09:49
4c2047c8-c231-4699-95a4-dae918e96087,58,2018-09-01 14:47:34
5627c847-b50f-486a-ac01-fec29c5ee5b3,57,2018-09-01 20:45:45
fd2b16cf-a3fc-452d-89ac-ac3587864378,79,2018-09-02 17:42:55
afc114e2-099f-40f4-a376-2909774a9a7f,2,2018-09-03 02:51:31
1b317fd3-e9b7-4661-99d7-d7ae42a1e007,84,2018-09-04 22:18:18
1b203264-ef37-4988-a0d6-e854c9060064,48,2018-09-05 06:14:10
fe2c931c-4973-4c30-aec6-300aab577f02,67,2018-09-06 01:02:02
551e9c45-3490-49dc-8524-c97c5f2cce4f,24,2018-09-06 17:29:48
7ba498a7-192f-45b1-9583-6249a8beb5ea,4,2018-09-06 22:32:45
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,54,2018-09-07 07:31:32
f7dab0ef-4c57-4221-b602-dcb71087dee8,80,2018-09-09 12:54:20
666e4f2f-ac77-416f-8932-b219ab61eeea,34,2018-09-09 17:10:08
551e9c45-3490-49dc-8524-c97c5f2cce4f,53,2018-09-09 20:57:37
4362791f-dea2-41d8-ac56-c80f811a8487,41,2018-09-10 05:55:19
c228799f-a20c-41c0-99f7-cbece2d77d88,30,2018-09-11 03:47:07
bc1664e4-83d2-4a93-8bc7-5a353df97d14,52,2018-09-11 04:11:39
184e96cf-84ce-40df-93c7-b3a89572e175,34,2018-09-11 13:05:28
6c31f465-8df8-4630-8988-1dac1a950bed,30,2018-09-12 07:49:20
fe2c931c-4973-4c30-aec6-300aab577f02,9,2018-09-12 09:06:42
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,5,2018-09-13 07:04:27
132fe2fc-8919-4d1a-aa67-0ed5d5c875ee,89,2018-09-13 11:38:02
4362791f-dea2-41d8-ac56-c80f811a8487,40,2018-09-14 16:01:10
5b81f2c0-1925-4e6d-924d-f5323aafb9de,10,2018-09-15 05:36:20
9976c7d6-4d58-4558-8d78-0c9328b73ae1,74,2018-09-16 05:07:03
99f4e765-ac64-49d5-9653-0cb5b02e574d,47,2018-09-16 14:13:38
7696fa6d-9f61-44e5-b38b-726461631683,19,2018-09-17 01:03:25
7f920fab-f166-4f50-9667-9bfce267c735,45,2018-09-17 03:30:11
b21456e9-eb12-485e-bef1-bcae563e11b4,94,2018-09-17 11:01:56
c228799f-a20c-41c0-99f7-cbece2d77d88,38,2018-09-17 13:25:26
a7568139-0dbb-4627-84d0-9991061374ed,88,2018-09-17 23:37:23
3b82d826-fa26-42bb-83c2-01b1a16c4e51,25,2018-09-18 14:25:16
1b203264-ef37-4988-a0d6-e854c9060064,87,2018-09-20 03:44:28
cb927c97-9025-40bb-a563-f20b644946c3,85,2018-09-20 16:16:03
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,33,2018-09-20 18:47:22
65e4d7d5-5ccc-4fcf-8d36-1e617f16cb0a,36,2018-09-20 19:05:45
db3be399-62e2-411d-9724-38550a02d53d,80,2018-09-21 23:13:59
a7221354-1cf2-474b-b0ec-c5d62aff2429,85,2018-09-22 01:20:27
7dfbd71b-a880-41b5-8549-8deb07374988,77,2018-09-22 11:32:19
551e9c45-3490-49dc-8524-c97c5f2cce4f,38,2018-09-22 12:48:49
fdd1ed13-4e10-4bae-8344-63501c51222f,68,2018-09-22 16:32:53
92690d8f-94db-4af8-9959-64367e388883,50,2018-09-23 21:54:27
a7221354-1cf2-474b-b0ec-c5d62aff2429,30,2018-09-24 06:04:13
16b8b179-48bd-4605-8d86-4ad619270f56,22,2018-09-24 16:22:20
dc1d4e1e-1e18-4dd2-a5c2-56f2c91f7820,5,2018-09-25 10:24:24
80108da1-eb03-467a-a297-b44f5724f9cb,70,2018-09-26 04:11:02
f73931a6-f397-422d-881b-ff6102beb2db,58,2018-09-26 15:54:23
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,63,2018-09-28 06:55:13
a90ca77c-e839-460d-8047-b5bf1e70f471,42,2018-09-28 15:41:26
92690d8f-94db-4af8-9959-64367e388883,90,2018-09-29 08:29:00
a7221354-1cf2-474b-b0ec-c5d62aff2429,93,2018-09-29 08:46:13
6c31f465-8df8-4630-8988-1dac1a950bed,71,2018-09-29 16:36:15
7dfbd71b-a880-41b5-8549-8deb07374988,18,2018-09-29 17:30:05
b76b02ce-f21f-4d42-8ebc-4223dc0980da,18,2018-09-30 23:25:13
cb927c97-9025-40bb-a563-f20b644946c3,69,2018-10-01 13:53:58
4c2047c8-c231-4699-95a4-dae918e96087,95,2018-10-02 14:32:11
0ebca960-337a-4ebd-be49-b7b427825840,64,2018-10-03 03:00:41
6c31f465-8df8-4630-8988-1dac1a950bed,59,2018-10-03 08:37:11
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,98,2018-10-04 06:03:38
92690d8f-94db-4af8-9959-64367e388883,50,2018-10-04 11:16:10
afc114e2-099f-40f4-a376-2909774a9a7f,73,2018-10-04 14:36:54
551e9c45-3490-49dc-8524-c97c5f2cce4f,89,2018-10-06 00:13:31
61b65069-1af1-40fb-8405-669349affd66,100,2018-10-08 01:16:08
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,35,2018-10-08 01:59:24
482520fb-8e69-48f4-8961-3b79e0bd9a44,17,2018-10-08 15:41:52
9976c7d6-4d58-4558-8d78-0c9328b73ae1,63,2018-10-08 22:52:28
b76b02ce-f21f-4d42-8ebc-4223dc0980da,40,2018-10-08 23:46:21
7696fa6d-9f61-44e5-b38b-726461631683,21,2018-10-09 14:33:46
aade9471-0b14-4331-a08c-00208b486af0,62,2018-10-10 02:15:41
806057da-27ca-4726-85f4-528b828c6f8a,1,2018-10-10 23:08:03
551e9c45-3490-49dc-8524-c97c5f2cce4f,70,2018-10-11 10:22:58
666e4f2f-ac77-416f-8932-b219ab61eeea,77,2018-10-11 19:45:34
23631745-9811-4e90-8cae-f429c831ee7d,12,2018-10-12 01:19:31
53d3af82-a9cc-4b30-89b4-2755f9beaaed,45,2018-10-12 05:07:27
a7221354-1cf2-474b-b0ec-c5d62aff2429,7,2018-10-12 13:44:49
a7221354-1cf2-474b-b0ec-c5d62aff2429,77,2018-10-12 19:50:59
1b203264-ef37-4988-a0d6-e854c9060064,43,2018-10-14 01:24:38
aad1874b-28a0-42b3-962e-6f3aed662d9d,56,2018-10-14 06:47:44
fec31cda-d151-46bd-a5ee-d81cf9ae710d,63,2018-10-14 10:05:02
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,91,2018-10-14 20:57:53
b21456e9-eb12-485e-bef1-bcae563e11b4,32,2018-10-15 07:20:20
92690d8f-94db-4af8-9959-64367e388883,30,2018-10-15 15:33:13
53d3af82-a9cc-4b30-89b4-2755f9beaaed,89,2018-10-15 18:08:37
a90ca77c-e839-460d-8047-b5bf1e70f471,12,2018-10-16 06:19:56
9f76499a-2e82-41c6-bbef-8f7c09c9d287,86,2018-10-16 18:32:23
806057da-27ca-4726-85f4-528b828c6f8a,75,2018-10-17 02:45:02
80108da1-eb03-467a-a297-b44f5724f9cb,34,2018-10-17 07:53:45
806057da-27ca-4726-85f4-528b828c6f8a,55,2018-10-18 09:02:28
38b7aa6c-1235-482a-bca8-956f98c0dca6,33,2018-10-19 08:07:10
6c31f465-8df8-4630-8988-1dac1a950bed,34,2018-10-19 13:34:48
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,92,2018-10-20 23:20:35
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,99,2018-10-21 14:13:59
b30b9e6a-95a5-44f6-bd9b-b89c252c6e3b,21,2018-10-23 02:13:45
b3a39b62-bbd1-46e0-8222-71bd9465fab5,17,2018-10-23 14:07:20
a70ee142-a24f-4aaa-9256-e0e25f3c207b,35,2018-10-24 11:42:17
23631745-9811-4e90-8cae-f429c831ee7d,32,2018-10-26 05:16:15
96713f89-fc21-4107-a8c3-bb42d0f5ffd4,63,2018-10-26 16:41:36
cfe1b2b8-cf3a-4e7b-b211-6dccc4ba08ee,84,2018-10-27 04:23:52
9d61c089-dc5d-4f57-b993-0733195007d4,100,2018-10-27 13:07:03
b21456e9-eb12-485e-bef1-bcae563e11b4,39,2018-10-28 11:35:49
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,55,2018-10-29 17:44:25
afc114e2-099f-40f4-a376-2909774a9a7f,95,2018-10-30 01:58:19
cb927c97-9025-40bb-a563-f20b644946c3,84,2018-10-30 21:16:10
b21456e9-eb12-485e-bef1-bcae563e11b4,15,2018-11-01 12:26:34
aad1874b-28a0-42b3-962e-6f3aed662d9d,74,2018-11-02 00:27:39
fd2b16cf-a3fc-452d-89ac-ac3587864378,53,2018-11-02 15:04:14
e7f570bf-a190-47fe-9466-7711669513d1,91,2018-11-02 17:09:28
8e0b68d2-5449-4991-ad3e-fae5a8734981,80,2018-11-04 09:22:38
9976c7d6-4d58-4558-8d78-0c9328b73ae1,60,2018-11-05 14:18:11
b76b02ce-f21f-4d42-8ebc-4223dc0980da,4,2018-11-05 22:16:24
f7dab0ef-4c57-4221-b602-dcb71087dee8,58,2018-11-07 19:40:25
666e4f2f-ac77-416f-8932-b219ab61eeea,76,2018-11-07 22:12:16
23631745-9811-4e90-8cae-f429c831ee7d,78,2018-11-09 09:44:13
16b8b179-48bd-4605-8d86-4ad619270f56,31,2018-11-10 15:36:07
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,42,2018-11-12 23:13:05
666e4f2f-ac77-416f-8932-b219ab61eeea,6,2018-11-13 08:37:34
523cde68-3d52-44ae-8e8d-cfd83ad877ca,17,2018-11-13 09:20:26
53d3af82-a9cc-4b30-89b4-2755f9beaaed,33,2018-11-14 01:42:00
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,25,2018-11-14 02:59:42
fe2c931c-4973-4c30-aec6-300aab577f02,8,2018-11-14 20:16:44
7f920fab-f166-4f50-9667-9bfce267c735,58,2018-11-16 00:37:35
ba28c03c-966a-4334-8cae-c426e9d83209,23,2018-11-16 14:56:15
63a02edc-682c-488a-a7ed-98c659b7e6d2,63,2018-11-17 05:41:22
e7f570bf-a190-47fe-9466-7711669513d1,64,2018-11-18 00:34:50
d4cb66b0-3894-4e30-98f9-987309d01b65,70,2018-11-18 04:49:59
80108da1-eb03-467a-a297-b44f5724f9cb,76,2018-11-18 06:51:34
fe2c931c-4973-4c30-aec6-300aab577f02,37,2018-11-18 13:23:54
b90a6273-37a4-4082-b0e7-916a7502f225,7,2018-11-18 22:25:36
a70ee142-a24f-4aaa-9256-e0e25f3c207b,98,2018-11-18 23:38:08
666e4f2f-ac77-416f-8932-b219ab61eeea,63,2018-11-19 07:38:55
7696fa6d-9f61-44e5-b38b-726461631683,32,2018-11-19 21:13:21
f73931a6-f397-422d-881b-ff6102beb2db,1,2018-11-20 20:13:18
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,70,2018-11-21 01:53:01
f7dab0ef-4c57-4221-b602-dcb71087dee8,48,2018-11-21 19:28:45
9a21fc18-adc4-4822-a104-3b791c7054cd,66,2018-11-22 23:38:35
6c31f465-8df8-4630-8988-1dac1a950bed,68,2018-11-23 00:23:57
f7dab0ef-4c57-4221-b602-dcb71087dee8,72,2018-11-23 00:33:07
1b317fd3-e9b7-4661-99d7-d7ae42a1e007,46,2018-11-23 08:54:28
96713f89-fc21-4107-a8c3-bb42d0f5ffd4,19,2018-11-25 08:21:30
4362791f-dea2-41d8-ac56-c80f811a8487,33,2018-11-25 20:02:08
aade9471-0b14-4331-a08c-00208b486af0,36,2018-11-26 18:34:32
9d61c089-dc5d-4f57-b993-0733195007d4,88,2018-11-27 02:25:22
38bd2cb0-0a9f-47a6-8a0f-c36e8f80ee9c,96,2018-11-27 04:02:18
9d61c089-dc5d-4f57-b993-0733195007d4,1,2018-11-27 19:29:04
523cde68-3d52-44ae-8e8d-cfd83ad877ca,98,2018-11-28 07:59:00
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,93,2018-11-29 06:16:45
ce6cbed7-58a7-4b93-96f5-b53b7550b2a5,56,2018-11-29 12:19:11
d0bffcfe-82f6-48a3-a408-ba4f96a1e9af,26,2018-11-30 07:59:26
385fc5c2-299a-4f44-b79b-df22fc623278,20,2018-11-30 20:30:58
cb927c97-9025-40bb-a563-f20b644946c3,39,2018-12-01 05:53:55
a7568139-0dbb-4627-84d0-9991061374ed,3,2018-12-02 08:23:13
551e9c45-3490-49dc-8524-c97c5f2cce4f,27,2018-12-03 00:44:52
db3be399-62e2-411d-9724-38550a02d53d,94,2018-12-03 21:29:47
b90a6273-37a4-4082-b0e7-916a7502f225,62,2018-12-04 12:35:12
08e54d2c-9b91-4ee7-8eab-0300cd49e0c9,65,2018-12-04 14:41:24
9effa928-16c5-4438-ac9f-7ad852f5efa0,85,2018-12-05 10:50:44
c2f9a906-0756-4e6e-b21c-7fe80931e42d,25,2018-12-05 15:28:24
551e9c45-3490-49dc-8524-c97c5f2cce4f,27,2018-12-06 08:46:33
806057da-27ca-4726-85f4-528b828c6f8a,36,2018-12-06 10:47:56
4c2047c8-c231-4699-95a4-dae918e96087,75,2018-12-06 14:12:29
7696fa6d-9f61-44e5-b38b-726461631683,7,2018-12-06 20:58:03
184e96cf-84ce-40df-93c7-b3a89572e175,74,2018-12-07 06:51:23
43b5898e-2898-4586-8366-7aeb34e951fa,78,2018-12-12 21:11:27
806057da-27ca-4726-85f4-528b828c6f8a,75,2018-12-14 17:05:27
1b203264-ef37-4988-a0d6-e854c9060064,87,2018-12-15 15:39:31
9effa928-16c5-4438-ac9f-7ad852f5efa0,98,2018-12-16 07:50:23
482520fb-8e69-48f4-8961-3b79e0bd9a44,2,2018-12-16 23:04:38
a7568139-0dbb-4627-84d0-9991061374ed,5,2018-12-18 08:07:07
b90a6273-37a4-4082-b0e7-916a7502f225,43,2018-12-18 17:43:51
3b7e01f7-6778-4bc0-b31d-7ec866ea8c95,13,2018-12-24 02:12:04
4c2047c8-c231-4699-95a4-dae918e96087,85,2018-12-24 17:50:39
5627c847-b50f-486a-ac01-fec29c5ee5b3,9,2018-12-25 04:41:24
9effa928-16c5-4438-ac9f-7ad852f5efa0,38,2018-12-25 05:53:07
b90a6273-37a4-4082-b0e7-916a7502f225,73,2018-12-25 13:12:03
551e9c45-3490-49dc-8524-c97c5f2cce4f,53,2018-12-26 20:54:08
61b65069-1af1-40fb-8405-669349affd66,66,2018-12-27 10:02:04
6c31f465-8df8-4630-8988-1dac1a950bed,11,2018-12-28 05:23:27
551e9c45-3490-49dc-8524-c97c5f2cce4f,81,2018-12-28 15:40:14
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,73,2018-12-28 16:06:25
92690d8f-94db-4af8-9959-64367e388883,25,2018-12-28 22:01:06
551e9c45-3490-49dc-8524-c97c5f2cce4f,70,2018-12-29 03:24:05
c2f9a906-0756-4e6e-b21c-7fe80931e42d,34,2018-12-29 14:50:26
7d0a7207-fb42-41b6-b2b8-c49b3b6f6618,46,2018-12-29 15:43:44
c2f9a906-0756-4e6e-b21c-7fe80931e42d,27,2018-12-29 19:03:44
ad49f441-1695-4a70-bb60-8c7cce0b4008,72,2018-12-30 02:43:11
947ea6ee-ad41-49d4-a131-3b2fa18ca86b,92,2018-12-30 20:58:40
30c77848-b0ca-4f48-a78c-b8923b8cf895,34,2018-12-31 16:07:51
4399a464-bd77-49b1-a7e3-f5d26103cc13,54,2018-12-31 19:30:42
05fad709-1d71-472d-95b8-71a60c6c1b25,15,2019-01-01 16:35:43
6c31f465-8df8-4630-8988-1dac1a950bed,77,2019-01-02 02:11:32
1e62e0d2-a025-4e4a-9d57-c8068009bfd9,54,2019-01-02 10:35:25
4362791f-dea2-41d8-ac56-c80f811a8487,100,2019-01-03 04:26:46
5f775fa4-0d79-4300-8553-e3c17d7d0a0f,84,2019-01-04 03:10:35
5627c847-b50f-486a-ac01-fec29c5ee5b3,2,2019-01-06 07:04:42
7dfbd71b-a880-41b5-8549-8deb07374988,82,2019-01-07 02:48:48
1b317fd3-e9b7-4661-99d7-d7ae42a1e007,95,2019-01-07 19:10:10
61b65069-1af1-40fb-8405-669349affd66,99,2019-01-07 20:11:23
1e62e0d2-a025-4e4a-9d57-c8068009bfd9,46,2019-01-08 10:22:29
385fc5c2-299a-4f44-b79b-df22fc623278,80,2019-01-10 17:57:56
c11772f7-b140-4ddd-86ce-a14e8f37a4a7,62,2019-01-11 10:46:06
7dfbd71b-a880-41b5-8549-8deb07374988,5,2019-01-11 23:28:55
0d924c07-26cd-4a08-880f-5c0f973db4a0,63,2019-01-12 05:12:07
9f76499a-2e82-41c6-bbef-8f7c09c9d287,36,2019-01-12 18:28:43
6c31f465-8df8-4630-8988-1dac1a950bed,32,2019-01-14 02:35:34
